movement, velocity, acc, jerk, ci, weight,evaluatedjoint, pivot,
21:04.1,Etendre right,1.011336742,0.24,0.055783785,1.167162941,1.022802006,foot right,ankle right
21:04.1,Etendre right,1.011336742,0.24,0.055783785,1.167162941,1.022802006,foot right,ankle right
21:04.2,Etendre right,1.011336742,0.24,0.055783785,1.167162941,1.022802006,foot right,ankle right
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
