timestamp, velUL, velUR, velKL, velKR, velHL, velHR,accUL, accUR, accKL, accKR, accHL, accHR,jerUL, jerUR, jerKL, jerKR, jerHL, jerHR,weiUL, weiUR, weiKL, weiKR, weiHL, weiHR,CI
19:11.0,10,11,14,2,25,12,50.8867,14.4683,54.8525,34.8175,102.6182,79.8464,88.8791,53.8977,31.8804,78.9648,118.5982,165.7379,100,121,196,4,625,144,1.12
19:11.1,11,15,11,2,17,5,17.1573,39.2022,18.9936,15.3939,48.9215,87.2063,42.5815,90.6275,44.4176,29.3873,140.0025,122.3493,121,225,121,4,289,25,1.12
19:11.2,21,12,6,5,1,8,68.1823,53.1904,45.1836,30.7204,99.0803,20.7803,40.3691,81.5074,149.2724,34.9784,282.4639,130.5908,441,144,36,25,1,64,1.12
19:11.2,19,2,3,4,4,0,35.0845,57.1527,34.7568,11.3224,33.2683,52.0395,74.4238,128.7867,38.1522,34.0523,32.0472,176.9249,361,4,9,16,16,0,1.12
19:11.3,16,1,4,3,2,1,27.9118,20.3174,5.3313,10.0916,15.3082,6.1147,141.9624,95.9126,70.6455,60.4146,170.4046,39.2127,256,1,16,9,4,1,1.12
19:11.4,15,6,3,0,6,8,49.7034,37.8958,16.918,20.6459,33.2336,47.5757,93.6271,98.8396,69.6127,27.5691,85.819,98.9033,225,36,9,0,36,64,1.12
19:11.6,6,3,5,2,14,19,52.0565,33.3471,26.5031,15.3947,71.1674,61.5321,45.4685,59.9227,38.4045,10.5805,87.1173,86.6553,36,9,25,4,196,361,1.11
19:11.7,3,15,2,0,2,6,45.0509,73.5535,23.1551,12.8938,74.2115,78.1766,84.4546,132.0118,57.5833,50.2502,152.1498,188.5502,9,225,4,0,4,36,1.11
19:11.7,3,24,1,1,2,1,17.7276,68.1542,7.4531,13.3845,5.8374,42.0175,63.8206,66.6445,38.6374,35.5287,112.2691,155.1757,9,576,1,1,4,1,1.11
19:11.8,4,13,0,3,1,5,23.4004,67.2277,14.6758,15.8936,11.4071,29.3709,80.6311,209.8382,17.3721,5.2001,100.1117,81.4508,16,169,0,9,1,25,1.11
19:11.9,3,10,0,2,1,2,15.9244,25.6991,5.7289,18.3759,7.9011,29.1644,43.5046,140.4601,19.623,35.4174,9.4003,105.371,9,100,0,4,1,4,1.11
19:11.9,15,5,4,8,13,19,75.594,56.0979,20.8825,47.2973,71.7744,113.2166,85.5788,31.5045,11.6592,47.1332,95.0993,139.5685,225,25,16,64,169,361,1.1
19:12.0,5,6,10,8,28,24,79.5448,29.3515,41.2458,18.1187,96.8854,32.6955,107.6836,80.5685,65.9501,27.9929,142.6614,91.3186,25,36,100,64,784,576,1.11
19:12.0,1,6,2,7,6,13,26.5085,37.5497,53.4711,17.98,153.6953,69.7417,146.7234,78.0113,109.6473,75.4312,326.8238,274.162,1,36,4,49,36,169,1.11
19:12.1,3,2,0,0,6,3,12.2465,40.1964,8.8228,47.8803,8.9903,99.7952,121.2518,94.5101,70.7469,73.8226,158.6976,198.2129,9,4,0,0,36,9,1.12
19:12.2,3,3,0,1,0,4,3.4319,16.0951,6.8968,5.0653,44.2038,16.4774,41.341,66.2703,76.4399,29.5747,231.1698,115.5902,9,9,0,1,0,16,1.12
19:12.2,4,10,1,1,0,17,14.678,48.0653,6.7797,5.7391,3.8458,83.0899,16.8504,71.2794,12.3998,69.2141,16.1801,195.0539,16,100,1,1,0,289,1.12
19:12.3,6,12,0,4,2,13,20.1083,13.9967,9.3847,21.9577,19.7039,19.8746,28.8089,11.9344,24.3603,33.7528,78.8117,52.5589,36,144,0,16,4,169,1.12
19:12.4,10,9,0,2,2,8,40.1897,16.9372,6.6182,30.2046,19.4843,68.6587,60.5976,95.9145,8.0802,51.6211,32.3757,207.1112,100,81,0,4,4,64,1.12
19:12.4,15,13,1,1,4,2,33.2726,26.2003,8.817,5.056,23.6388,50.0599,21.3873,19.1034,18.5481,32.599,63.8486,54.5695,225,169,1,1,16,4,1.11
19:12.5,14,12,3,1,7,6,12.3504,19.0085,17.9729,5.8403,26.5681,43.5022,68.5237,22.6988,18.1746,49.7053,20.9396,157.1741,196,144,9,1,49,36,1.1
19:12.5,3,4,8,2,17,9,79.6088,61.1197,37.253,17.3014,71.7711,56.2853,166.8502,130.5574,44.0617,20.6172,73.0262,68.6785,9,16,64,4,289,81,1.1
19:12.6,2,3,3,4,12,8,19.3119,30.2249,66.6892,27.4319,181.0631,60.5397,36.3528,44.5695,116.8435,48.7579,297.385,95.6184,4,9,9,16,144,64,1.1
19:12.7,1,2,9,6,26,4,8.1899,16.8097,42.1611,21.4826,83.5631,31.4256,115.5377,95.6288,117.7474,54.1304,230.9324,100.3643,1,4,81,36,676,16,1.1
19:12.7,0,0,6,5,13,3,7.27,12.1197,21.2026,25.2836,84.9866,31.4637,36.0337,60.3321,129.5771,70.1368,396.4303,125.4312,0,0,36,25,169,9,1.1
19:12.8,4,2,3,2,18,2,24.2815,13.7268,21.719,19.4825,93.8014,4.6842,29.9406,42.0578,92.8423,41.9763,226.7266,51.3479,16,4,9,4,324,4,1.1
19:12.8,1,2,0,3,7,4,18.4644,10.233,18.108,13.4628,80.6643,24.4876,31.255,23.6929,15.7333,20.0834,139.5408,25.7931,1,4,0,9,49,16,1.1
19:12.9,5,5,0,1,5,12,27.5897,18.6204,2.4699,10.394,13.7124,45.5777,22.0502,11.3112,34.4925,14.9327,154.8935,74.2702,25,25,0,1,25,144,1.1
19:12.9,6,11,1,0,2,9,4.915,41.2922,2.2354,8.2462,27.836,19.4921,34.9912,58.165,29.7686,29.2353,107.1867,56.0486,36,121,1,0,4,81,1.1
19:13.0,5,2,2,0,6,8,6.5859,57.5624,10.253,4.2962,26.4535,6.2881,51.1112,109.226,12.2825,9.594,25.1038,77.491,25,4,4,0,36,64,1.1
19:13.0,1,3,1,0,4,4,24.6133,10.1815,5.8742,1.8579,9.2623,50.218,44.0148,46.9033,11.2785,12.576,38.3315,53.9175,1,9,1,0,16,16,1.1
19:13.1,4,1,0,0,1,3,27.4934,22.7438,9.985,2.9223,33.8504,9.2832,35.3757,53.0392,30.3263,10.7828,90.1507,12.9923,16,1,0,0,1,9,1.1
19:13.1,3,2,0,0,1,5,7.4671,8.5859,5.9018,4.2682,15.2545,17.6596,46.4294,26.6669,15.7444,7.5475,34.2683,60.1391,9,4,0,0,1,25,1.1
19:13.2,2,3,1,0,2,3,12.408,7.6111,3.6254,1.7157,12.1492,13.4964,58.9152,23.5837,17.3106,6.2993,54.2687,12.9359,4,9,1,0,4,9,1.1
19:13.2,2,3,0,0,0,0,1.4159,7.0802,4.7371,1.9379,14.438,19.0275,9.0971,16.2347,15.7665,9.2147,42.8456,54.4305,4,9,0,0,0,0,1.1
19:13.3,3,3,0,2,0,4,8.5251,9.7087,2.9253,11.0942,4.6115,26.6434,26.0093,24.4365,9.6887,15.7577,25.0889,55.3534,9,9,0,4,0,16,1.1
19:13.3,2,3,0,1,0,1,5.9226,12.3624,1.8238,7.2092,3.3138,19.6532,9.7406,8.0753,7.5295,10.115,23.8282,20.7097,4,9,0,1,0,1,1.1
19:13.4,1,2,1,1,4,8,9.5844,19.8181,8.8986,4.2099,22.7251,45.7008,25.0832,19.5184,12.6322,11.4187,32.8919,31.3331,1,4,1,1,16,64,1.1
19:13.4,0,2,0,0,1,4,4.1577,2.4757,8.276,6.9999,19.7171,29.7193,11.1404,21.0715,14.5264,12.4679,32.1091,26.713,0,4,0,0,1,16,1.1
19:13.5,3,1,0,1,3,4,18.0438,10.4368,4.7938,4.1011,15.7638,16.7413,37.9085,31.3706,13.2033,4.1551,38.9829,75.5946,9,1,0,1,9,16,1.1
19:13.5,8,2,3,0,2,0,29.9471,8.3209,13.9044,6.8928,12.7313,26.759,49.2698,15.887,30.0511,7.6444,44.49,16.8771,64,4,9,0,4,0,1.1
19:13.6,5,3,1,0,2,0,27.5326,5.9363,13.4258,0.5147,11.3532,4.6184,66.9563,17.6608,27.1691,6.2378,38.5872,18.3816,25,9,1,0,4,0,1.1
19:13.6,5,6,0,0,1,0,14.1619,26.4321,12.6548,3.4594,26.8242,2.5847,62.2543,44.9942,36.3667,12.8091,55.7653,36.5235,25,36,0,0,1,0,1.09
19:13.7,3,8,2,0,5,0,21.374,24.595,10.0478,4.774,25.4702,0.9187,47.1831,36.8617,24.0698,7.1962,49.1048,6.7094,9,64,4,0,25,0,1.09
19:13.7,2,5,1,1,2,3,13.4853,26.2975,11.2239,2.9966,36.4952,21.3722,41.1575,73.7198,31.1814,6.4362,91.0165,28.443,4,25,1,1,4,9,1.09
19:13.8,0,1,1,1,2,0,16.101,24.2825,1.6679,4.2758,5.9129,21.3393,16.3611,70.9717,15.5065,3.381,36.1925,30.9773,0,1,1,1,4,0,1.09
19:13.8,2,1,2,1,2,3,12.3073,3.1466,4.4638,2.4646,7.7216,22.9402,35.5407,37.1193,17.7551,2.1133,65.3234,8.0719,4,1,4,1,4,9,1.09
19:13.9,0,2,1,0,2,3,12.0464,7.3384,5.8843,4.547,11.4687,5.1641,39.9757,46.0527,6.656,12.9122,11.3515,31.3758,0,4,1,0,4,9,1.09
19:13.9,2,0,0,0,0,2,18.8808,16.8279,4.6541,3.1344,10.9481,6.2738,45.6395,21.5742,12.6177,7.2386,27.7539,43.2693,4,0,0,0,0,4,1.09
19:14.0,0,0,2,2,5,1,16.3165,5.2181,13.5865,13.585,33.1986,18.5189,42.5106,5.3796,27.5467,26.4053,52.5036,28.7835,0,0,4,4,25,1,1.09
19:14.0,2,1,0,0,0,1,13.9247,8.9618,13.3911,9.19,34.6043,6.963,48.2232,20.6259,14.1441,14.8086,36.7067,19.8201,4,1,0,0,0,1,1.09
19:14.1,2,1,0,0,2,3,13.3499,8.5226,2.8458,3.7751,13.5075,22.3738,41.8015,12.2335,19.6507,23.7341,30.2207,48.8918,4,1,0,0,4,9,1.09
19:14.1,2,2,2,1,6,1,18.7688,7.0594,10.1245,5.9818,27.4863,25.0807,48.321,14.5303,30.8785,21.3605,92.9531,46.054,4,4,4,1,36,1,1.09
19:14.2,1,0,1,2,0,2,13.878,11.5106,10.1484,2.2716,39.098,6.3378,35.5355,25.7145,19.0279,6.5005,78.7881,33.9134,1,0,1,4,0,4,1.09
19:14.2,1,0,0,0,1,6,5.3801,5.2297,5.0642,7.4409,9.0918,24.7276,24.1604,15.62,19.9697,19.7129,46.5853,30.3478,1,0,0,0,1,36,1.09
19:14.3,0,5,2,0,7,4,8.8272,27.1928,13.0294,10.8091,47.0177,50.9543,17.7685,44.2355,10.9987,19.6113,27.5969,83.4964,0,25,4,0,49,16,1.09
19:14.3,2,5,1,0,4,1,12.9016,4.9539,5.5476,5.073,21.3941,18.7415,23.5137,10.505,13.1588,17.96,35.1851,38.3977,4,25,1,0,16,1,1.09
19:14.4,2,0,0,1,2,1,2.3328,32.4123,8.732,5.4839,26.232,10.6697,16.0603,89.1907,31.9221,13.1368,109.3249,80.0088,4,0,0,1,4,1,1.09
19:14.4,2,4,0,1,0,2,2.888,21.3,4.9032,5.6517,19.0812,18.067,17.8157,27.6116,11.9523,10.4019,46.999,6.2325,4,16,0,1,0,4,1.09
19:14.5,3,1,0,1,2,0,7.9908,17.1808,3.105,4.4863,15.537,13.7877,12.5003,41.8947,16.6431,13.709,59.014,34.6735,9,1,0,1,4,0,1.1
19:14.5,3,1,1,1,4,1,3.5209,5.5612,7.976,1.1372,25.4038,4.5446,6.8641,31.326,4.7366,8.012,14.4824,21.4321,9,1,1,1,16,1,1.1
19:14.6,3,1,1,4,3,9,5.792,8.1056,11.7596,23.257,32.2033,49.2331,3.9669,25.2157,20.0903,37.9981,63.7091,94.3431,9,1,1,16,9,81,1.1
19:14.6,5,1,0,1,3,2,13.0968,7.5686,11.4152,15.2848,41.0654,39.7381,24.162,18.8267,23.3702,22.7123,85.5624,65.8907,25,1,0,1,9,4,1.1
19:14.7,2,0,0,1,0,0,21.0539,3.4832,4.6505,5.1473,22.4159,13.2308,38.6829,8.9332,11.5099,42.5868,32.4726,93.1753,4,0,0,1,0,0,1.11
19:14.7,0,0,0,0,1,0,10.2931,3.3083,2.4774,6.6154,7.6459,5.7338,34.9158,11.4566,13.5021,14.8219,50.4868,51.5331,0,0,0,0,1,0,1.11
19:14.8,0,0,0,0,0,1,5.5619,6.1563,3.8892,1.3398,10.6476,6.6516,24.4081,4.1456,7.6526,6.6321,23.6382,10.282,0,0,0,0,0,1,1.11
19:14.8,2,3,0,0,3,0,14.9045,13.3609,5.3408,0.4906,16.8471,6.8673,7.4657,17.0795,11.1655,9.4948,36.3899,18.7377,4,9,0,0,9,0,1.1
19:14.9,2,3,0,0,1,1,5.0773,6.5467,6.1035,1.6973,18.8173,6.6122,14.292,11.4988,14.8467,4.399,42.3581,4.0895,4,9,0,0,1,1,1.1
19:14.9,3,4,1,0,4,3,5.3832,9.84,4.2439,2.0559,16.8276,13.6093,14.3728,20.4826,11.4544,2.959,41.2792,30.6391,9,16,1,0,16,9,1.1
19:15.0,4,4,0,0,0,3,5.7775,7.3597,5.8903,2.0619,22.3512,4.1049,15.215,18.1343,16.2909,3.9529,57.8757,13.8744,16,16,0,0,0,9,1.09
19:15.0,1,2,0,0,0,1,13.5775,17.1697,2.0418,2.156,7.9402,14.4971,28.4018,34.4822,9.3791,5.3184,36.5101,40.6206,1,4,0,0,0,1,1.09
19:15.0,3,0,0,1,2,2,11.2981,11.5591,2.4121,4.206,6.9597,11.1994,11.5167,23.1366,5.5915,3.5397,23.8459,19.6527,9,0,0,1,4,4,1.09
19:15.1,3,1,2,0,10,0,2.9283,7.2299,15.0805,12.5716,58.8292,20.5968,20.1574,35.9746,24.6972,18.3181,95.7275,18.3687,9,1,4,0,100,0,1.09
19:15.1,1,0,0,0,3,0,14.742,5.2356,13.3683,5.0285,53.0533,6.4838,37.329,10.9052,19.4207,1.5809,79.1754,8.0642,1,0,0,0,9,0,1.09
19:15.2,1,0,0,0,3,1,8.9959,4.1879,2.0523,4.8905,7.2969,9.4641,16.3075,16.5523,25.323,26.1796,99.0422,44.0487,1,0,0,0,9,1,1.09
19:15.2,2,0,0,1,1,5,14.856,2.0174,5.9116,3.3025,19.8418,20.8398,43.2154,10.3896,21.1124,7.2132,82.7163,24.8162,4,0,0,1,1,25,1.09
19:15.3,1,13,1,1,1,7,16.403,79.6527,6.2232,5.9855,13.2121,19.4904,21.2441,122.5683,11.1302,14.125,29.6023,26.7224,1,169,1,1,1,49,1.08
19:15.3,7,11,2,1,2,11,45.9859,13.1207,7.355,7.2784,9.2333,25.5867,81.8775,20.9711,4.8316,11.5171,39.3694,17.1039,49,121,4,1,4,121,1.08
19:15.4,9,6,2,2,3,6,15.4801,38.2437,16.5639,8.6253,21.5347,32.2608,25.2599,173.0298,33.8388,21.2876,46.025,74.5111,81,36,4,4,9,36,1.07
19:15.4,28,13,4,2,6,8,114.1063,60.1328,12.9268,4.6962,30.913,39.1162,117.4638,91.7891,12.9568,17.4878,52.6622,78.5816,784,169,16,4,36,64,1.07
19:15.5,48,35,4,6,8,13,211.1845,145.4459,23.8045,50.3023,38.3201,72.249,298.7212,216.4568,59.6666,87.9819,73.7829,66.9468,2304,1225,16,36,64,169,1.07
19:15.5,71,36,9,6,14,29,157.3951,55.1638,41.141,19.1595,93.0367,99.9523,288.4706,100.7999,47.1104,26.4835,150.2815,95.5269,5041,1296,81,36,196,841,1.07
19:15.6,64,18,4,14,0,21,49.7138,106.337,37.0093,51.6831,81.4253,163.8573,389.0501,365.6999,41.4887,17.5671,105.2152,260.6762,4096,324,16,196,0,441,1.07
19:15.6,29,8,7,20,5,36,213.9014,119.068,24.892,43.6912,35.9237,105.7955,546.5327,188.2558,90.438,51.6538,177.2466,264.1672,841,64,49,400,25,1296,1.07
19:15.7,8,1,3,8,12,15,162.0212,51.6654,24.6973,76.0654,73.2006,140.8063,201.3766,150.007,57.2576,186.7121,30.5189,434.2559,64,1,9,64,144,225,1.07
19:15.7,13,2,14,19,41,31,51.7067,13.8213,77.9824,68.1087,176.6514,111.7361,396.7201,178.1219,105.3593,43.2013,266.0538,21.5963,169,4,196,361,1681,961,1.07
19:15.7,30,11,8,10,25,10,103.2638,61.8931,38.6583,54.3554,95.8499,122.5195,357.0405,167.7459,84.3306,38.9084,251.3738,55.3943,900,121,64,100,625,100,1.08
19:15.8,20,19,6,5,3,11,106.5834,87.6925,47.0365,92.5142,129.3041,136.3289,236.4665,141.0377,182.4164,238.4158,458.172,360.3475,400,361,36,25,9,121,1.07
19:15.8,8,10,7,3,19,6,73.6671,65.5116,37.6051,51.8393,97.4476,33.7152,261.9341,187.7142,111.8946,159.0363,282.3749,233.5553,64,100,49,9,361,36,1.07
19:15.9,16,21,6,14,10,19,71.7587,88.9782,48.387,67.375,167.2069,148.9602,264.0919,106.6676,4.3373,238.4705,59.0226,422.5236,256,441,36,196,100,361,1.07
19:16.0,19,17,10,8,15,12,28.663,27.9555,67.7537,39.0793,38.5962,40.2733,129.5872,87.32,137.9325,136.21,203.0742,106.8926,361,289,100,64,225,144,1.07
19:16.0,16,14,16,2,30,6,26.7906,42.7244,33.3644,64.2952,91.6272,112.045,146.0624,186.6299,49.5057,197.4278,114.2696,391.3609,256,196,256,4,900,36,1.08
19:16.1,13,19,3,1,5,5,26.8838,63.1307,73.3596,26.0551,145.1561,71.0942,53.0228,129.9886,206.9949,97.6973,268.6671,163.0325,169,361,9,1,25,25,1.08
19:16.1,9,12,3,1,9,2,38.201,56.6226,5.2521,2.4244,39.1862,15.3294,21.0982,35.6284,51.1158,92.8476,152.9585,145.6702,81,144,9,1,81,4,1.08
19:16.2,8,6,1,1,8,2,23.5779,37.6689,18.6793,16.2674,32.9791,31.2717,56.0048,139.8156,83.3557,63.3943,168.3883,153.3022,64,36,1,1,64,4,1.08
19:16.2,9,9,1,1,2,1,15.7152,20.3348,8.3,2.013,33.1041,11.137,77.3902,90.6668,5.5378,3.4732,108.3348,39.6717,81,81,1,1,4,1,1.08
19:16.3,7,11,7,2,21,2,15.2029,22.4407,48.154,25.1497,131.6975,12.6406,46.3875,73.8427,46.976,61.9456,149.2647,64.0404,49,121,49,4,441,4,1.08
19:16.3,20,14,7,0,13,2,129.6929,78.5847,11.5847,14.5217,53.0664,19.5349,202.605,119.876,7.1995,19.5411,80.0822,44.3129,400,196,49,0,169,4,1.08
19:16.4,9,17,18,5,31,11,72.8229,23.0637,70.6393,28.7119,114.647,61.6348,105.3852,17.6788,36.1163,6.4212,101.5059,82.3188,81,289,324,25,961,121,1.08
19:16.4,12,7,1,1,7,2,18.8454,61.6618,105.9472,36.3657,212.9498,58.5945,181.3554,196.0199,156.4085,33.5355,248.4735,93.6037,144,49,1,1,49,4,1.08
19:16.5,10,12,1,1,3,7,34.0983,30.6003,12.0198,7.3776,35.1046,41.0113,123.4684,34.9325,115.7222,50.4701,179.0668,144.7192,100,144,1,1,9,49,1.07
19:16.5,17,6,2,0,9,1,54.8208,79.8543,13.8691,7.9643,38.269,37.922,58.3361,31.3447,138.3566,65.6739,263.8672,129.2905,289,36,4,0,81,1,1.08
19:16.6,4,4,3,3,1,6,104.1621,24.2076,20.4817,18.2637,59.5432,31.5622,131.4381,58.8202,34.2209,23.4492,93.6167,19.0281,16,16,9,9,1,36,1.07
19:16.6,7,14,0,1,2,0,48.7909,59.5424,19.1069,13.3331,20.7485,34.5746,18.9139,147.2332,31.2412,12.8137,48.5598,15.4306,49,196,0,1,4,0,1.07
19:16.7,7,15,10,13,21,15,69.5746,12.117,59.7009,71.1512,114.8732,92.2022,75.6855,34.9507,114.6412,79.3463,259.8238,91.5674,49,225,100,169,441,225,1.07
19:16.7,11,15,2,14,8,30,100.0525,22.6524,70.1484,9.6215,170.4883,91.2147,175.0442,98.8168,113.7484,33.6835,279.9593,188.2946,121,225,4,196,64,900,1.07
19:16.8,19,9,5,17,7,30,59.1962,33.1576,20.2542,24.1713,22.1575,17.3975,188.3969,59.0663,84.4556,95.3441,150.2272,148.7779,361,81,25,289,49,900,1.07
19:16.8,30,3,7,5,15,13,68.6906,41.5608,34.0957,67.3173,57.6326,101.6814,75.088,65.9681,59.1808,114.866,170.3211,287.029,900,9,49,25,225,169,1.08
19:16.9,69,4,12,5,28,13,247.851,12.1801,35.0461,3.3519,84.4177,38.0107,298.9273,52.0915,64.9214,39.4908,151.1032,74.2879,4761,16,144,25,784,169,1.08
19:16.9,51,16,23,2,42,5,112.3286,80.6446,65.3203,18.2523,90.2234,78.8984,259.3449,159.52,70.6534,78.3392,56.7754,59.4387,2601,256,529,4,1764,25,1.09
19:17.0,83,4,21,13,53,28,276.3987,106.1329,15.2636,64.0496,65.1737,180.2088,351.0811,157.7245,70.9574,100.4818,46.3159,292.3897,6889,16,441,169,2809,784,1.09
19:17.0,61,12,9,6,9,9,132.8661,61.3222,108.4878,76.1644,276.053,226.1074,79.1827,149.7327,247.0013,93.2407,545.624,223.7736,3721,144,81,36,81,81,1.09
19:17.1,47,13,9,6,3,4,655.2954,51.358,47.5157,4.5172,59.6522,33.0223,1336.4463,222.5882,74.5997,92.5011,178.59,221.6189,2209,169,81,36,9,16,1.1
19:17.1,129,31,9,15,6,18,1054.8747,179.9641,88.6107,59.5739,40.8575,104.8113,1769.0623,268.1213,50.658,126.5337,366.3353,414.8018,16641,961,81,225,36,324,1.1
19:17.2,47,37,3,7,3,9,557.1194,99.0616,48.9645,60.2449,17.1028,59.6241,334.5127,213.6004,38.9482,92.6557,114.5954,112.4382,2209,1369,9,49,9,81,1.1
19:17.2,33,21,3,2,1,19,144.0747,142.4726,21.2921,33.2312,19.4534,110.9941,1659.2075,461.7682,160.9101,137.5327,86.6208,290.5546,1089,441,9,4,1,361,1.09
19:17.2,11,10,2,1,3,3,137.3219,74.4373,6.1567,7.9204,15.835,100.2365,644.7187,250.6832,78.2094,86.6776,47.3186,185.4911,121,100,4,1,9,9,1.09
19:17.3,7,6,6,0,3,10,88.5162,42.2905,29.3756,6.9012,8.361,46.1513,262.1028,178.4111,26.7107,39.7233,29.6737,102.7927,49,36,36,0,9,100,1.09
19:17.4,7,4,4,0,6,4,77.6389,20.5804,32.8542,4.7318,20.2179,38.3668,242.5798,83.4883,46.1759,8.455,10.0678,94.2964,49,16,16,0,36,16,1.09
19:17.4,5,1,3,0,0,5,17.8188,21.9609,22.9461,4.1377,35.464,13.4998,154.4673,70.727,45.8461,16.0911,52.1433,62.2041,25,1,9,0,0,25,1.08
19:17.5,2,2,2,0,1,1,14.7639,20.4549,6.0126,6.1735,5.6551,33.5668,136.5803,59.2346,43.2131,6.0596,34.6505,18.0677,4,4,4,0,1,1,1.08
19:17.5,2,1,1,4,2,5,12.2695,23.2823,4.7551,23.1911,5.6303,33.5991,29.0998,39.7727,37.5352,37.8755,60.5752,60.9206,4,1,1,16,4,25,1.08
19:17.6,5,0,2,3,3,4,27.1694,7.647,11.4536,6.6102,11.9266,14.9137,51.9892,23.0929,18.4227,18.8157,17.0246,64.092,25,0,4,9,9,16,1.08
19:17.6,2,2,3,2,6,1,36.705,10.4926,7.1102,7.0088,22.2229,19.2441,65.1238,47.6907,6.932,45.1207,26.629,78.7736,4,4,9,4,36,1,1.07
19:17.7,1,4,2,2,6,3,14.6912,28.3632,7.2938,4.0928,9.0764,14.8059,44.5965,40.0909,27.7401,10.1831,24.624,41.1457,1,16,4,4,36,9,1.07
19:17.7,1,4,1,1,2,4,10.3696,5.1546,4.6806,10.1755,20.5208,22.4008,43.0204,20.3837,15.7052,5.6242,56.1356,36.2101,1,16,1,1,4,16,1.07
19:17.8,1,4,2,5,4,8,11.1528,12.2169,15.7005,23.6263,26.753,30.1699,32.6548,48.54,15.0478,30.3902,27.4118,62.4198,1,16,4,25,16,64,1.07
19:17.8,1,0,1,3,4,5,7.3808,31.6107,9.8103,12.4093,12.2365,20.8735,15.558,46.7854,11.9597,28.0425,20.7397,64.63,1,0,1,9,16,25,1.07
19:17.9,6,6,3,1,11,2,35.7494,35.9701,16.3211,14.3063,57.4375,15.8159,67.6996,63.6871,32.7124,56.6108,74.3795,67.0361,36,36,9,1,121,4,1.07
19:17.9,2,2,1,0,3,1,26.119,25.393,9.7496,6.6028,50.8853,19.398,48.6313,73.5017,23.7465,8.9495,92.5655,18.6688,4,4,1,0,9,1,1.07
19:18.0,4,3,2,1,9,4,15.4033,6.3032,6.0002,9.5724,47.9693,26.7132,49.334,44.8425,23.365,35.2345,101.453,60.0079,16,9,4,1,81,16,1.06
19:18.0,1,8,2,2,6,6,23.8081,45.9436,15.8249,8.0556,42.1006,37.3622,28.4485,72.5141,20.6197,16.5236,15.6496,51.857,1,64,4,4,36,36,1.06
19:18.1,1,6,5,1,9,2,4.9621,15.0573,21.2651,6.0458,21.9891,26.1162,16.3321,19.6448,26.936,20.8356,49.7239,55.9848,1,36,25,1,81,4,1.06
19:18.1,2,8,2,6,9,8,28.077,35.5893,28.5406,37.2415,67.3782,47.189,30.2628,71.2649,54.9053,46.5177,56.6766,77.6137,4,64,4,36,81,64,1.06
19:18.2,2,1,4,3,16,4,19.5946,40.4337,14.248,17.9839,85.6901,24.2854,22.9352,38.9505,34.4402,24.4887,103.1001,35.5804,4,1,16,9,256,16,1.06
19:18.2,23,12,45,22,85,32,138.703,81.1061,267.3673,109.7897,454.4317,183.7677,247.9661,168.8232,442.5122,120.7393,772.8888,268.3205,529,144,2025,484,7225,1024,1.05
19:18.3,8,16,47,8,100,2,102.1879,66.5879,104.1688,95.3085,277.764,184.5284,182.3834,48.449,142.3898,128.4406,426.8228,264.0502,64,256,2209,64,10000,4,1.04
19:18.3,16,18,50,17,106,38,72.4903,37.1151,42.2369,81.5042,205.3452,232.7368,247.1658,155.9303,369.0164,234.8269,695.5147,604.6756,256,324,2500,289,11236,1444,1.03
19:18.4,21,34,46,10,118,3,50.7054,103.7339,128.3418,51.9714,201.0594,224.3781,107.9844,139.1594,284.8831,182.7831,595.6877,582.4222,441,1156,2116,100,13924,9,1.03
19:18.4,11,11,41,14,96,39,64.8765,157.0975,70.575,34.5237,220.923,216.8069,205.1844,263.6501,158.703,106.3101,585.5408,395.0953,121,121,1681,196,9216,1521,1.03
19:18.5,17,10,49,10,96,20,48.6117,43.8158,63.5398,28.5093,80.0471,144.7564,28.1091,179.1496,264.7592,57.2969,359.9257,267.6736,289,100,2401,100,9216,400,1.03
19:18.5,9,14,40,12,75,36,46.2693,29.1187,76.4789,66.6329,206.3005,160.7818,39.3157,277.7707,157.7646,118.8465,515.5583,463.2971,81,196,1600,144,5625,1296,1.03
19:18.6,4,10,37,7,71,19,55.3629,34.1667,42.1358,38.028,93.4385,107.3526,141.4641,79.0801,153.259,45.6738,99.2784,300.8394,16,100,1369,49,5041,361,1.03
19:18.6,5,9,11,3,31,8,31.5305,79.4047,200.866,56.2642,407.2502,146.2195,46.0417,157.2163,257.249,167.2575,632.3246,454.3274,25,81,121,9,961,64,1.03
19:18.7,4,3,15,4,39,3,22.0294,37.7383,75.0403,27.5046,140.4298,36.5682,105.5228,66.9104,146.2574,54.0513,295.481,186.9454,16,9,225,16,1521,9,1.03
19:18.7,7,0,5,3,9,2,35.5466,13.7548,96.3898,29.6661,253.1304,33.7951,58.7595,134.1013,365.4929,115.8843,773.7818,260.009,49,0,25,9,81,4,1.03
19:18.8,3,2,4,1,4,3,39.184,12.8476,34.9061,12.5032,61.6156,12.1131,53.4737,67.4313,97.1525,37.0688,154.8468,50.7012,9,4,16,1,16,9,1.03
19:18.8,3,1,9,0,20,2,10.3866,14.9454,62.439,6.6175,117.1368,28.42,55.469,7.7048,231.7671,50.9018,545.1057,88.6757,9,1,81,0,400,4,1.03
19:18.9,4,1,1,1,2,1,3.0031,13.8318,62.0145,3.7858,135.4258,9.6021,57.697,26.4108,121.1347,21.5864,246.0156,10.8149,16,1,1,1,4,1,1.03
