timestamp, velUL, velUR, velKL, velKR, velHL, velHR,accUL, accUR, accKL, accKR, accHL, accHR,jerUL, jerUR, jerKL, jerKR, jerHL, jerHR,weiUL, weiUR, weiKL, weiKR, weiHL, weiHR,CI
27:20.2,3,9,2,2,2,2,23.1552,27.8615,16.0773,11.0832,32.4259,15.2865,52.1295,160.1812,86.5952,131.1257,223.0878,293.4112,9,81,4,4,4,4,1
27:20.2,4,6,1,12,3,14,5.62,37.2189,15.236,83.3112,26.9364,80.2639,20.1851,62.5041,22.9294,184.6763,31.1886,251.1724,16,36,1,144,9,196,1
27:20.3,8,3,2,18,9,12,40.658,26.4786,6.8059,37.1248,55.5551,51.3083,43.1429,10.0142,24.2104,51.9104,56.1565,58.8257,64,9,4,324,81,144,1
27:20.3,5,4,2,6,1,7,44.596,24.4348,3.0029,72.5891,60.7637,32.8,64.9368,31.0264,18.4912,232.1981,82.7298,162.7811,25,16,4,36,1,49,1
27:20.4,4,1,2,2,1,3,19.3853,17.4886,7.1563,21.0756,4.3858,23.866,59.4469,23.2555,17.8019,84.9804,81.9802,81.4444,16,1,4,4,1,9,1
27:20.4,3,2,1,1,2,9,15.9663,18.0983,6.8659,24.9147,12.532,68.5002,81.3282,55.8527,13.2304,77.9242,105.2531,65.3848,9,4,1,1,4,81,1
27:20.5,4,11,2,1,0,3,5.3802,56.9765,14.4567,7.8868,17.4232,38.4894,29.0603,81.5157,12.4594,37.1775,31.9377,67.3579,16,121,4,1,0,9,1.01
27:20.5,1,8,1,2,2,3,15.5189,20.1287,8.3795,10.3486,13.9243,12.2807,29.9558,47.4544,3.8408,24.3828,26.4672,110.7572,1,64,1,4,4,9,1.01
27:20.6,5,6,1,0,2,5,21.918,15.8224,7.6595,10.3262,10.5205,22.1272,25.1956,104.9321,32.7128,15.0565,34.8185,71.4407,25,36,1,0,4,25,1.01
27:20.6,1,6,3,1,3,3,25.0834,23.3544,14.2313,6.365,11.3547,11.2881,17.589,44.9683,31.9004,17.8515,19.4155,25.0336,1,36,9,1,9,9,1.01
27:20.7,2,7,1,1,4,0,17.3076,22.8169,18.1116,5.6482,22.3459,19.7027,54.942,28.7259,34.7394,16.7,48.8246,60.5869,4,49,1,1,16,0,1.01
27:20.7,3,7,2,2,7,1,7.4331,7.1177,6.4111,5.8841,20.532,10.5586,41.3518,43.201,22.028,11.0125,21.5208,24.809,9,49,4,4,49,1,1.02
27:20.8,1,4,1,3,5,2,18.0291,31.9378,12.5521,7.0965,26.313,20.0281,48.1142,52.8477,21.9702,11.0844,59.43,27.54,1,16,1,9,25,4,1.02
27:20.8,2,1,1,4,2,3,12.0668,33.2731,5.2295,16.2238,28.4032,27.3736,18.6054,44.8067,15.3344,20.5593,72.7472,34.3788,4,1,1,16,4,9,1.02
27:20.9,9,8,12,2,44,21,41.1061,54.8117,71.819,22.7037,262.3678,115.4833,76.8286,107.1416,115.8765,31.4376,412.8713,174.6034,81,64,144,4,1936,441,1.02
27:20.9,21,55,34,22,83,87,78.9444,281.6688,134.5279,131.5241,243.2685,491.9333,103.0211,472.1324,209.6261,205.4591,405.3505,772.964,441,3025,1156,484,6889,7569,1.03
27:21.0,10,12,8,16,10,76,133.7452,374.4031,194.6949,208.3272,540.9962,745.3844,242.528,643.6401,393.7205,336.6186,1199.9215,1101.9677,100,144,64,256,100,5776,1.02
27:21.1,17,14,25,75,25,95,107.3541,75.6742,140.8691,403.0988,119.5246,497.6918,246.5352,502.3316,396.9351,797.4695,531.4448,1318.0996,289,196,625,5625,625,9025,1.01
27:21.1,10,17,9,55,8,70,42.9495,19.1608,102.4323,124.0487,106.5548,190.925,251.0605,534.0361,436.3876,489.2587,970.763,1367.6558,100,289,81,3025,64,4900,1.01
27:21.2,18,25,11,26,14,49,58.9042,51.5659,25.6184,173.6483,41.1478,250.4469,111.0871,98.1724,179.3908,857.1434,131.0698,1000.462,324,625,121,676,196,2401,1
27:21.2,28,30,19,24,44,40,61.1898,31.3388,52.8584,61.709,178.5678,112.4793,155.2283,21.1776,230.3986,169.2022,424.9293,271.4101,784,900,361,576,1936,1600,0.98
27:21.3,5,12,5,14,16,30,135.0594,112.1615,86.5263,137.7542,186.0813,233.0106,285.3261,242.8088,159.7924,120.8929,339.1315,454.6628,25,144,25,196,256,900,0.97
27:21.3,6,7,4,20,10,48,25.8938,33.2007,9.6083,120.077,42.8077,265.2688,114.6107,95.5559,91.4712,250.1228,330.851,454.5468,36,49,16,400,100,2304,0.97
27:21.4,6,6,3,9,13,25,8.2498,10.3689,15.8424,85.3424,25.7519,171.5952,199.4683,156.0032,107.5127,90.6402,272.0922,149.2445,36,36,9,81,169,625,0.96
27:21.4,7,11,4,15,9,48,13.4579,37.873,18.8113,70.5576,62.9648,179.1521,56.5099,90.0571,23.1314,86.8434,33.3933,252.3493,49,121,16,225,81,2304,0.96
27:21.5,4,4,7,4,7,41,27.5825,49.6975,45.0193,111.1068,58.2233,270.7712,41.5581,65.0601,56.2601,42.3608,122.1851,183.3811,16,16,49,16,49,1681,0.96
27:21.5,3,3,21,3,13,45,11.8188,27.7115,90.8457,26.8762,39.1113,38.456,19.1798,97.7787,135.5354,84.2202,37.1392,213.2055,9,9,441,9,169,2025,0.96
27:21.5,1,5,23,6,20,50,22.2705,16.9028,18.3186,22.618,46.0155,79.2491,37.0291,91.5214,46.9929,138.3404,94.0878,341.2973,1,25,529,36,400,2500,0.96
27:21.6,1,14,105,25,135,94,4.9557,67.773,501.4356,165.3889,698.7887,272.7857,13.063,76.7055,662.5501,276.6099,998.1238,385.7021,1,196,11025,625,18225,8836,0.96
27:21.6,4,11,10,5,12,24,28.6603,109.8454,671.9689,139.4586,875.8292,689.9322,70.1127,174.7995,1033.6673,206.956,1382.7361,1114.9666,16,121,100,25,144,576,0.96
27:21.7,18,8,14,3,24,19,93.4953,24.86,43.3055,35.8146,84.9216,98.4725,146.8254,116.0537,811.2591,297.3432,1125.2609,446.2913,324,64,196,9,576,361,0.96
27:21.7,15,9,29,3,40,54,28.6478,11.2044,247.7438,38.8386,323.116,442.1495,79.2217,175.1838,1368.857,265.0583,1790.2319,1696.4341,225,81,841,9,1600,2916,0.96
27:21.8,16,2,12,5,26,47,91.0702,60.833,201.5718,47.1149,350.1148,614.4336,236.6869,70.2913,246.4038,88.2826,532.734,946.0513,256,4,144,25,676,2209,0.97
27:21.8,11,3,5,5,6,20,35.9347,6.7464,48.0531,39.8234,132.617,173.8105,55.9059,19.0426,369.4505,85.3515,404.2613,414.02,121,9,25,25,36,400,0.98
27:21.9,16,9,5,21,11,21,42.427,36.4293,40.9139,103.9028,81.3926,147.8283,151.2366,88.0384,281.6929,120.0823,472.5877,1008.1908,256,81,25,441,121,441,0.99
27:21.9,15,9,3,20,8,12,27.4312,25.1167,14.2462,93.4774,23.7931,129.0631,41.0607,44.6618,74.2635,136.3482,181.4104,297.8206,225,81,9,400,64,144,0.99
27:22.0,17,11,1,16,4,26,27.2752,86.7468,10.4258,36.6306,29.2057,120.0663,84.6614,178.8297,73.5079,184.3896,156.3798,159.9371,289,121,1,256,16,676,1
27:22.0,16,4,16,15,41,46,5.6677,43.1083,91.0787,47.7404,229.2023,147.0606,48.3697,101.5462,155.0828,194.3794,375.7902,319.8157,256,16,256,225,1681,2116,1
27:22.1,3,7,6,11,11,23,92.9815,58.4167,139.2463,69.0384,311.9208,204.2375,162.0405,191.6573,195.2231,73.7498,443.921,396.201,9,49,36,121,121,529,1
27:22.1,6,8,3,21,6,42,53.942,16.1887,30.8211,56.7883,68.4546,121.1076,79.3026,75.409,100.4911,41.8145,272.666,297.9166,36,64,9,441,36,1764,0.99
27:22.2,7,1,3,16,9,27,19.067,48.2895,32.5147,29.4423,53.6354,87.2671,132.5695,150.2529,256.3645,106.0788,544.8147,321.2298,49,1,9,256,81,729,0.99
27:22.2,7,11,11,6,12,31,9.4445,76.2889,74.1559,99.0675,98.4872,287.2538,81.0191,126.7665,134.6088,230.942,219.5309,556.3814,49,121,121,36,144,961,0.99
27:22.3,4,18,24,14,22,41,22.9888,134.5954,87.7665,58.9457,68.2283,107.7816,47.8972,130.8025,161.9974,70.8986,140.1452,79.6691,16,324,576,196,484,1681,0.98
27:22.3,3,24,7,17,10,52,33.6809,81.2874,130.1153,70.1486,141.7929,236.8018,63.433,31.9158,305.0137,89.6424,352.0187,533.649,9,576,49,289,100,2704,0.98
27:22.4,23,43,35,51,26,81,116.7029,158.6305,235.8514,238.2129,135.307,195.2683,194.9772,115.6818,484.8485,356.9675,287.8168,248.5299,529,1849,1225,2601,676,6561,0.98
27:22.4,26,48,28,38,58,30,104.9216,158.2613,305.2298,347.8293,494.3247,605.3271,158.3351,358.1724,634.2301,609.4694,896.9675,1220.011,676,2304,784,1444,3364,900,0.99
27:22.5,30,83,45,53,34,65,45.832,234.7122,336.8518,269.9804,537.3684,521.4934,116.2616,167.6417,272.665,90.5988,674.1382,512.9402,900,6889,2025,2809,1156,4225,1
27:22.5,39,37,36,57,85,84,121.5652,284.3739,237.2618,152.2184,674.4192,209.8715,242.1378,586.021,126.3749,574.1799,729.4727,1017.1914,1521,1369,1296,3249,7225,7056,1
27:22.6,30,86,19,115,49,101,168.9958,400.0294,105.899,364.9767,220.7437,113.486,245.5825,628.3708,566.1583,532.187,607.5887,681.9884,900,7396,361,13225,2401,10201,1.01
27:22.6,4,20,36,177,80,225,206.3429,526.9107,228.6752,717.5792,589.3658,1141.9658,390.8404,709.2512,638.619,860.5574,1773.4473,1478.5755,16,400,1296,31329,6400,50625,1.01
27:22.7,17,10,27,130,39,291,123.2097,176.0971,142.1032,881.1042,356.7123,1669.2509,199.5804,568.2026,120.0655,1507.4612,595.5932,2426.9818,289,100,729,16900,1521,84681,1.02
27:22.7,16,8,41,129,54,226,152.3191,63.8381,372.8241,1493.3701,547.2923,3076.2402,318.6929,709.6649,884.7096,2681.4445,1656.6425,5084.2132,256,64,1681,16641,2916,51076,1.01
27:22.8,18,10,5,47,74,69,55.7445,41.907,274.8456,499.2028,673.2897,958.4161,263.5908,216.7582,437.0645,1677.8564,898.2466,2086.6659,324,100,25,2209,5476,4761,1
27:22.8,12,25,45,79,278,129,105.8314,174.7891,257.8923,216.9783,1228.1795,430.346,375.308,346.3842,845.3505,1921.9489,2293.3907,4400.778,144,625,2025,6241,77284,16641,0.99
27:22.9,9,10,27,231,172,424,73.1171,113.7746,436.8509,1862.0262,2706.2474,3273.1823,119.3096,212.3063,1030.8028,2046.4267,5024.4312,3639.1345,81,100,729,53361,29584,179776,1
27:22.9,4,29,6,86,88,142,72.4305,126.9575,132.3163,887.048,518.553,1952.6291,220.4445,285.8775,206.8849,1023.7853,1104.9683,2685.2152,16,841,36,7396,7744,20164,1.01
27:22.9,30,18,12,73,39,254,177.9582,86.6741,75.5693,107.4634,559.3835,1336.2606,210.0446,210.062,698.7344,2897.2452,4809.7182,4314.4562,900,324,144,5329,1521,64516,1.02
27:23.0,15,12,7,11,14,39,145.0127,62.2315,35.3172,388.3121,159.6559,1421.7817,227.0553,281.7842,197.4881,804.2475,759.6425,835.8885,225,144,49,121,196,1521,1.03
27:23.1,10,17,33,22,68,63,67.8716,111.1035,183.0399,103.0642,383.7697,221.8398,316.1955,130.1992,232.6393,253.2989,638.6535,2174.9072,100,289,1089,484,4624,3969,1.03
27:23.1,35,19,29,32,50,76,201.684,59.0697,31.8196,96.5017,187.3391,530.0496,508.0323,163.7258,64.3203,679.3686,314.2083,1504.4287,1225,361,841,1024,2500,5776,1.02
27:23.1,14,7,5,49,52,119,295.7348,110.1389,207.196,453.7788,443.0886,268.1524,481.7479,289.1527,582.923,771.5276,1223.4037,298.4875,196,49,25,2401,2704,14161,1.02
27:23.2,19,23,30,108,84,468,101.8299,112.8974,153.663,495.3611,327.4151,2209.192,246.9292,96.4582,209.7125,881.9916,406.831,2779.3591,361,529,900,11664,7056,219024,1
27:23.2,15,21,26,158,29,161,38.2721,71.4434,25.315,642.2759,347.9612,1924.9169,466.6473,156.466,345.0005,697.9952,1177.3902,3200.8487,225,441,676,24964,841,25921,0.99
27:23.3,17,9,3,106,6,76,56.8283,90.4522,163.2215,316.0024,197.0094,514.5941,222.5671,287.0018,474.9035,1000.2248,772.1911,4025.6728,289,81,9,11236,36,5776,0.99
27:23.3,4,7,17,38,25,63,96.4402,22.2455,97.6754,427.0174,170.5834,511.2596,132.1631,92.148,170.9445,1530.7299,729.3101,2149.111,16,49,289,1444,625,3969,0.98
27:23.4,3,1,16,39,9,69,16.6513,41.1975,40.1628,127.1068,120.5434,92.0134,84.7765,128.7461,189.3579,374.59,137.2771,654.0949,9,1,256,1521,81,4761,0.98
27:23.4,6,15,21,103,19,119,41.776,91.222,74.9303,488.0504,94.3479,551.4268,183.9916,151.1916,210.3241,1371.6614,348.6265,1463.2047,36,225,441,10609,361,14161,0.97
27:23.5,14,3,14,98,15,117,63.7861,106.3885,44.135,220.1769,26.2267,550.9659,82.7405,166.7955,109.1615,165.8044,201.5913,927.5532,196,9,196,9604,225,13689,0.96
27:23.5,14,8,30,50,37,83,29.8142,37.6072,102.4119,339.8198,142.3146,527.1386,44.7093,144.2515,191.2665,1105.9818,187.9961,1453.4959,196,64,900,2500,1369,6889,0.95
27:23.6,2,18,26,17,39,40,75.5035,93.0472,76.2105,227.4723,116.2524,312.847,198.7055,188.3292,56.8341,377.9195,191.3052,678.5346,4,324,676,289,1521,1600,0.95
27:23.6,2,33,43,7,47,47,22.5705,106.9195,103.7643,102.9144,62.3275,191.431,62.274,158.5097,24.1642,450.7972,131.5449,650.9346,4,1089,1849,49,2209,2209,0.95
27:23.7,26,40,30,11,42,33,147.8033,98.2639,86.8988,36.3638,181.9061,249.9452,200.8397,105.3955,148.9642,373.5341,256.8018,573.8845,676,1600,900,121,1764,1089,0.95
27:23.7,53,31,38,16,60,33,164.9797,197.0349,118.8778,69.9265,163.1337,136.7101,240.4268,454.5651,218.5031,211.5883,289.7436,338.058,2809,961,1444,256,3600,1089,0.93
27:23.8,34,24,12,4,7,19,153.1803,38.9911,160.33,89.8804,329.6286,163.1534,434.2316,200.4677,171.7243,186.2063,671.0392,610.6165,1156,576,144,16,49,361,0.94
27:23.8,56,21,25,8,9,29,271.8303,146.1991,101.9351,46.1396,54.8803,60.9561,543.0086,252.3138,263.7388,160.7943,293.6325,220.1885,3136,441,625,64,81,841,0.94
27:23.9,44,14,17,11,44,32,172.0093,187.2354,165.0014,40.1716,262.463,206.46,221.4058,238.5979,76.4856,93.1715,138.4663,135.0207,1936,196,289,121,1936,1024,0.95
27:23.9,16,9,9,21,9,21,220.1492,72.3712,82.7746,88.0828,229.4268,155.4614,733.9212,295.1394,202.5027,146.4524,385.8391,233.5253,256,81,81,441,81,441,0.96
27:24.0,25,23,30,9,38,9,72.8643,122.8646,126.2315,80.2257,219.641,141.4513,298.9319,428.5931,380.3608,125.4553,546.7547,350.354,625,529,900,81,1444,81,0.96
27:24.0,7,7,36,9,60,15,130.2157,113.5298,144.3236,41.8392,258.7485,51.758,367.6414,253.9604,334.5061,137.6889,717.1786,224.0904,49,49,1296,81,3600,225,0.97
27:24.1,19,17,4,4,17,24,89.4126,87.8323,228.4561,40.7224,452.1511,219.5966,76.2676,96.7585,484.0077,128.6425,879.8477,366.2864,361,289,16,16,289,576,0.97
27:24.1,14,10,4,6,10,11,125.4461,64.8787,5.8322,17.0266,92.3174,184.372,170.7427,74.1665,210.9622,80.689,322.4528,230.151,196,100,16,36,100,121,0.97
27:24.1,36,26,11,8,20,5,184.0568,134.4203,55.4712,16.076,77.6656,40.2537,284.4137,157.0442,394.0711,62.5795,758.3467,302.2123,1296,676,121,64,400,25,0.96
27:24.2,25,22,10,2,12,3,113.1137,64.3732,8.999,40.0952,45.1557,49.1812,319.3874,61.3697,14.8147,82.2008,182.5139,326.566,625,484,100,4,144,9,0.95
27:24.2,13,16,8,5,32,8,133.2712,37.8207,75.7076,19.5378,193.6596,46.0849,452.2694,251.2305,188.5503,27.6759,352.9809,70.6056,169,256,64,25,1024,64,0.95
27:24.3,3,12,4,4,30,21,94.0992,90.3009,47.6588,14.8972,100.6442,86.1207,32.8849,168.733,60.7446,46.4923,86.0307,133.6515,9,144,16,16,900,441,0.94
27:24.4,23,13,3,2,8,4,138.9446,64.7816,39.9933,30.5855,144.7137,152.676,379.3434,97.8686,170.8203,70.8514,503.6971,286.4075,529,169,9,4,64,16,0.95
27:24.4,13,4,15,10,14,17,151.2796,83.2085,89.5363,49.7013,129.4905,79.5726,278.3989,194.5579,98.9119,82.4725,190.1828,245.2297,169,16,225,100,196,289,0.96
27:24.5,8,32,9,9,12,18,45.413,168.6772,35.6883,10.1711,17.4378,12.7427,266.0205,227.7784,93.4996,53.6622,229.376,224.2646,64,1024,81,81,144,324,0.95
27:24.5,11,78,5,14,2,18,53.296,280.2963,65.3958,135.8985,83.563,213.0539,258.9303,471.0678,228.4189,273.5474,312.4275,438.6828,121,6084,25,196,4,324,0.98
27:24.6,7,70,27,24,14,19,78.553,871.0799,174.9848,159.7879,81.1561,135.743,113.5696,1551.4926,314.5717,250.1227,125.1347,192.9339,49,4900,729,576,196,361,0.98
27:24.6,53,152,20,25,46,49,328.8797,1323.665,261.0516,196.5839,229.8714,302.2565,467.4298,1579.6372,297.1578,168.7059,225.1613,210.2682,2809,23104,400,625,2116,2401,0.98
27:24.7,36,188,41,24,46,23,115.1034,380.6795,129.9707,38.0778,25.5876,209.3946,159.0361,1701.2537,416.3958,285.1647,124.6402,272.4058,1296,35344,1681,576,2116,529,0.97
27:24.8,20,182,24,18,21,20,114.3666,357.7343,273.632,33.0872,351.017,67.9979,661.7089,2309.0359,762.1163,338.9033,849.8573,450.9762,400,33124,576,324,441,400,0.99
27:24.8,11,85,41,10,18,13,68.9895,802.9113,104.7866,119.7385,22.5513,61.4238,181.8662,1615.8637,183.6948,212.7674,70.7617,237.8835,121,7225,1681,100,324,169,0.99
27:24.9,86,137,80,18,31,37,529.6699,349.8855,247.5771,101.3329,114.7759,164.9478,840.9008,105.4901,491.6476,200.291,601.1436,185.3428,7396,18769,6400,324,961,1369,0.99
27:25.0,142,181,65,64,46,66,338.4503,268.7378,103.9702,280.6613,188.4807,209.5582,428.6547,1368.0451,292.2391,590.5503,298.8722,405.7288,20164,32761,4225,4096,2116,4356,1
27:25.2,244,56,90,24,98,9,611.7614,864.0107,433.1816,268.4782,416.8574,393.6385,173.41,1742.5926,877.8882,553.7911,742.1572,816.591,59536,3136,8100,576,9604,81,1.03
27:25.3,146,227,85,59,73,16,1493.8319,1033.7,78.4786,247.2842,347.2165,121.86,2674.9854,1247.9223,198.4222,537.7851,724.834,225.5951,21316,51529,7225,3481,5329,256,1.03
27:25.4,198,148,30,28,86,27,420.0278,527.6873,338.5841,320.7195,235.0339,233.7783,406.7633,737.0919,1040.4348,694.2908,616.9284,362.4423,39204,21904,900,784,7396,729,1.02
27:25.6,181,126,22,45,21,68,1038.9905,179.5481,127.9,254.4457,395.0546,320.3187,1419.6138,1762.0627,229.6256,308.8948,491.716,384.0318,32761,15876,484,2025,441,4624,1
27:25.7,192,86,47,45,71,35,511.0478,578.4066,192.5146,45.9424,330.7681,287.4753,410.3772,229.2445,759.5649,491.5312,518.7249,713.6323,36864,7396,2209,2025,5041,1225,0.98
27:25.8,56,35,17,69,65,80,1014.834,390.5795,210.9587,237.5454,108.9768,281.23,1807.2397,554.0572,268.0052,427.6457,612.8798,351.8912,3136,1225,289,4761,4225,6400,0.96
27:25.9,96,84,19,36,30,43,588.0174,309.0155,96.4817,370.5639,497.8669,491.5074,433.9255,1098.4729,413.4712,599.1777,1159.4698,505.2324,9216,7056,361,1296,900,1849,0.96
27:26.0,33,75,109,139,115,151,468.7413,487.0879,579.8768,692.3556,617.2265,686.9197,894.9797,1039.2569,1092.5326,1023.6963,1079.5789,1249.4029,1089,5625,11881,19321,13225,22801,0.97
27:26.0,99,170,110,243,67,158,417.6511,603.8217,1017.2687,754.6129,998.7593,725.7379,772.9274,933.1324,1420.104,1271.2862,1931.8856,1731.5366,9801,28900,12100,59049,4489,24964,1
27:26.1,20,213,83,184,202,570,489.6651,422.4995,742.4976,892.0616,994.7405,2936.7769,533.1961,928.7639,1645.1217,2355.8822,2135.4189,4561.2673,400,45369,6889,33856,40804,324900,1.03
27:26.2,121,118,29,65,44,73,619.2473,608.1,353.2503,1307.2395,1073.1686,3751.3659,899.8776,1802.9822,1929.4645,3024.3694,2988.2384,6292.3312,14641,13924,841,4225,1936,5329,1.05
27:26.3,79,138,34,49,40,132,274.8296,692.4716,258.1474,541.5006,415.7488,1111.2649,764.3214,1510.9491,1453.7215,1337.7862,2076.3351,3198.8531,6241,19044,1156,2401,1600,17424,1.07
27:26.4,133,46,41,119,82,198,521.7229,669.8038,117.4816,939.3828,653.1516,1925.6944,841.6599,936.3451,673.2903,638.539,2069.7747,3191.2681,17689,2116,1681,14161,6724,39204,1.05
27:26.4,109,81,21,38,92,64,290.5805,474.627,122.2514,488.5502,240.6171,947.4196,374.1358,388.1621,521.5309,283.301,793.2452,649.1471,11881,6561,441,1444,8464,4096,1.05
27:26.5,38,39,15,84,12,22,430.8634,364.4207,45.5883,388.5627,524.8185,410.3076,1395.313,646.5742,228.203,1482.3348,1709.5233,3370.7938,1444,1521,225,7056,144,484,1.05
27:26.6,86,66,72,198,74,231,310.6864,185.8078,351.5072,714.2409,376.0117,1313.4012,817.6925,532.9188,702.6232,1602.1565,424.0715,3327.9257,7396,4356,5184,39204,5476,53361,1.05
27:26.7,188,121,82,113,74,290,939.2533,562.3593,72.1037,550.9389,500.3999,1177.5613,1805.7197,1350.5221,173.6297,1311.3711,555.3745,2323.9767,35344,14641,6724,12769,5476,84100,1.04
27:26.7,92,14,26,55,14,40,575.2278,703.7395,389.8798,351.3484,384.4477,1529.1323,1120.764,1296.8987,1108.7679,1547.0247,912.3737,3986.4965,8464,196,676,3025,196,1600,1.06
27:26.8,83,34,6,42,26,56,307.5569,238.7035,175.0982,236.5127,154.8831,110.6717,1735.4089,1034.3728,370.5593,775.5913,959.3526,1645.4319,6889,1156,36,1764,676,3136,1.07
27:26.9,53,25,33,56,19,42,259.3603,141.5398,179.9755,89.6711,101.9702,237.5058,499.7723,1153.1058,337.1574,548.8769,557.6418,2045.9608,2809,625,1089,3136,361,1764,1.06
27:26.9,51,34,4,20,56,52,372.9881,270.7028,179.3424,240.0964,258.9205,358.4972,1004.9173,704.1268,485.4918,604.8388,346.4783,665.4243,2601,1156,16,400,3136,2704,1.05
27:27.0,41,100,5,31,54,49,320.1659,502.8893,51.9189,250.2819,128.5633,299.7684,185.9779,793.9998,343.8978,387.8618,324.9678,717.8411,1681,10000,25,961,2916,2401,1.03
27:27.1,15,95,0,24,17,29,314.716,394.1722,29.8201,85.0528,244.3854,188.92,936.0121,745.9718,308.7235,334.076,736.139,393.9548,225,9025,0,576,289,841,1.03
27:27.1,20,93,3,47,12,123,120.4589,50.1228,16.986,285.4322,51.098,787.7568,573.524,793.2709,52.4584,726.2456,203.3467,750.6764,400,8649,9,2209,144,15129,1.05
27:27.2,27,50,10,42,15,68,210.3272,273.6458,69.5161,44.1539,145.7842,344.5949,777.1705,881.7909,70.1086,173.7586,188.8963,267.2388,729,2500,100,1764,225,4624,1.04
27:27.3,16,28,19,37,16,50,82.1006,162.9754,62.3156,127.4152,38.9883,166.7067,211.3352,226.8702,92.0898,600.4668,65.2598,1389.4848,256,784,361,1369,256,2500,1.03
27:27.4,11,21,15,27,9,28,108.0807,111.8435,35.3846,82.8514,53.3915,151.3448,453.6905,311.2975,155.1712,100.8858,276.4402,302.6757,121,441,225,729,81,784,1.02
27:27.4,10,19,2,28,17,40,109.1331,77.801,88.1566,176.4854,148.7046,281.2862,278.6521,230.4544,223.9065,216.5049,226.1297,247.9594,100,361,4,784,289,1600,1.01
27:27.5,11,12,17,35,19,56,54.7688,162.7484,110.067,206.843,179.9083,419.074,195.1202,336.0867,214.3967,429.4616,342.9544,837.8185,121,144,289,1225,361,3136,1.01
27:27.6,7,16,9,12,11,34,71.0029,40.79,55.349,151.8112,60.8138,140.9442,268.4667,124.4892,82.4505,299.9042,235.2219,328.5374,49,256,81,144,121,1156,1.01
27:27.7,14,13,1,10,6,15,45.0509,16.4529,60.9078,94.1868,49.9453,123.9324,66.7687,262.932,248.9467,378.2564,316.5609,772.7229,196,169,1,100,36,225,1.02
27:27.8,13,3,2,31,7,41,120.0132,62.3172,8.7287,235.6619,59.0616,180.2704,154.5677,142.2375,77.3355,561.7504,146.9996,384.6709,169,9,4,961,49,1681,1.02
27:27.8,4,6,1,14,3,39,97.398,53.0052,6.9979,106.0017,64.8033,41.544,149.4619,70.2563,95.7032,95.6746,89.4606,136.4772,16,36,1,196,9,1521,1.01
27:27.9,8,17,11,27,30,76,35.9416,77.0846,67.9318,101.1213,183.6924,344.2856,229.4147,58.3375,94.7817,297.7194,229.5715,524.0956,64,289,121,729,900,5776,1
27:28.0,30,8,11,24,25,39,134.7061,52.221,46.0111,71.2013,29.251,268.4658,102.7417,156.9998,60.5565,223.8404,98.758,455.4937,900,64,121,576,625,1521,0.99
27:28.1,19,7,7,11,5,13,85.7122,51.4107,68.0597,96.4603,171.0349,254.5865,179.0487,165.7738,202.7691,288.6373,527.3962,786.2326,361,49,49,121,25,169,0.99
27:28.2,23,6,23,27,6,11,45.7012,53.4036,104.2233,104.3059,17.7939,91.115,169.8134,22.1676,90.8164,81.6955,49.1076,391.6667,529,36,529,729,36,121,0.99
27:28.2,6,10,31,34,49,63,120.0977,50.3258,69.9414,196.1407,288.1954,365.4333,137.5909,103.57,88.3139,160.5186,389.4335,311.2513,36,100,961,1156,2401,3969,0.99
27:28.3,3,4,20,63,61,105,38.7403,46.2255,208.0476,204.8722,525.4415,260.0883,117.9545,79.5964,432.8091,331.0683,788.7183,422.9849,9,16,400,3969,3721,11025,0.99
27:28.4,15,10,1,36,24,54,94.526,44.9254,119.4707,199.3634,403.6769,308.2138,234.0969,41.0383,164.6975,585.977,509.7681,1004.1865,225,100,1,1296,576,2916,1
27:28.4,22,17,37,34,12,46,171.2858,44.5701,220.6104,337.7083,145.6123,594.4021,224.9168,133.8464,629.306,810.0713,792.4627,1261.5286,484,289,1369,1156,144,2116,1
27:28.5,8,27,16,28,31,58,89.4373,98.3537,128.5002,65.5331,127.3223,304.2333,189.7781,146.5942,335.596,390.1927,460.5764,821.6153,64,729,256,784,961,3364,1
27:28.6,20,17,21,69,14,112,79.9538,153.1549,122.4038,273.008,243.7722,579.7585,178.8694,245.8469,421.7434,105.4825,429.6323,488.1948,400,289,441,4761,196,12544,0.99
27:28.6,27,11,15,57,22,77,85.5523,58.6835,44.3681,90.6645,62.6626,214.2783,225.4917,100.0413,140.2038,160.1835,279.4825,478.7497,729,121,225,3249,484,5929,0.98
27:28.7,13,11,8,10,7,28,217.1664,37.8229,66.263,395.1794,126.7824,597.9794,443.8097,276.7405,279.0661,985.8831,555.8296,1728.2991,169,121,64,100,49,784,0.98
27:28.8,5,25,12,8,2,8,62.2162,117.5099,36.5184,105.2525,57.6051,214.7249,177.7628,256.2174,103.9374,259.5819,127.1016,601.5845,25,625,144,64,4,64,0.97
27:28.8,3,15,6,10,5,16,15.861,61.1978,69.6938,34.6196,28.1965,50.7909,344.1732,87.4257,76.0004,590.5511,154.5203,966.2018,9,225,36,100,25,256,0.97
27:28.9,5,13,2,22,1,31,26.8105,17.0565,30.5894,99.2711,36.9819,108.7643,56.3992,191.6807,85.9295,62.4438,111.81,264.6123,25,169,4,484,1,961,0.97
27:29.0,9,22,3,21,5,20,33.4118,78.9108,20.3667,14.5147,30.0984,65.7944,36.1911,194.0039,95.9999,39.8711,85.838,165.3645,81,484,9,441,25,400,0.97
