timestamp, velUL, velUR, velKL, velKR, velHL, velHR,accUL, accUR, accKL, accKR, accHL, accHR,jerUL, jerUR, jerKL, jerKR, jerHL, jerHR,weiUL, weiUR, weiKL, weiKR, weiHL, weiHR,CI
27:14.4,15,37,9,15,11,36,44.4648,119.8975,26.2911,161.657,89.8033,387.7859,140.6527,392.1289,235.3155,146.5053,712.0779,208.7354,225,1369,81,225,121,1296,1.06
27:14.4,16,22,7,1,10,3,84.1834,118.3308,15.8841,85.5567,16.1724,203.0429,210.276,253.0775,28.4223,68.4016,29.7662,82.1744,256,484,49,1,100,9,1.05
27:14.5,9,17,2,2,2,12,47.2756,160.0191,46.5369,11.6177,75.9389,69.3967,97.6798,386.6729,108.0313,255.8792,176.55,572.9996,81,289,4,4,4,144,1.05
27:14.5,19,30,1,8,8,13,148.9454,87.7318,4.1019,48.8926,40.0757,104.8887,304.2854,283.9866,25.6859,66.1014,68.5698,170.9675,361,900,1,64,64,169,1.06
27:14.6,58,22,2,1,21,8,243.7745,70.3926,12.6125,45.5335,104.3034,105.5402,310.4851,274.4364,53.1381,85.1159,99.1482,193.8714,3364,484,4,1,441,64,1.06
27:14.6,16,42,14,3,26,4,388.8602,161.5749,80.4937,15.3942,199.8781,27.9806,800.5625,239.3227,125.6278,69.1868,359.2034,154.7671,256,1764,196,9,676,16,1.05
27:14.7,15,19,19,6,36,6,71.2321,174.3662,32.7671,18.0465,69.5432,33.3807,452.165,221.4979,47.7375,93.6341,198.6134,198.8215,225,361,361,36,1296,36,1.04
27:14.7,49,9,12,3,17,3,204.6452,65.0718,39.4502,25.3996,116.8307,20.8527,339.6082,334.3692,179.6464,54.7755,445.8114,47.8832,2401,81,144,9,289,9,1.03
27:14.8,17,2,5,4,6,10,217.6188,52.4951,44.6301,24.1842,87.5764,67.3733,355.3592,219.8704,114.5793,26.1999,234.6071,73.1087,289,4,25,16,36,100,1.03
27:14.9,27,2,2,5,2,11,91.0974,10.7623,14.9074,60.1776,25.7906,128.5813,210.6265,110.3071,37.5307,56.7957,153.7597,175.3412,729,4,4,25,4,121,1.03
27:14.9,33,3,7,2,17,5,67.2252,14.8675,28.0679,44.2577,85.986,96.922,352.8645,72.4808,108.9124,30.4819,250.1687,50.6316,1089,9,49,4,289,25,1.03
27:15.0,19,3,6,1,13,2,89.788,17.5934,8.8632,8.3592,28.8412,20.1105,255.6159,34.885,22.1089,80.2194,16.2937,170.5416,361,9,36,1,169,4,1.02
27:15.0,13,4,2,0,3,0,37.9237,18.961,31.3924,2.3994,64.9226,15.8072,138.209,34.1495,86.8532,68.3075,222.6357,167.8094,169,16,4,0,9,0,1.02
27:15.0,18,10,4,6,10,12,35.6905,46.7242,30.1537,39.813,56.7686,70.8673,170.7882,88.3495,34.8647,52.8773,85.1018,82.4639,324,100,16,36,100,144,1.02
27:15.1,11,24,10,0,26,2,53.1304,91.37,43.3829,39.7715,111.7306,73.0358,47.3315,109.7062,108.9101,61.9498,260.6502,132.0762,121,576,100,0,676,4,1.02
27:15.1,13,54,6,6,14,5,36.9516,184.0006,24.1288,40.6545,76.5801,34.8169,68.5057,221.8292,66.4017,114.5214,181.4175,153.892,169,2916,36,36,196,25,1.02
27:15.2,19,59,1,15,7,12,120.828,59.4128,42.2019,51.9282,48.3328,46.242,248.0282,128.0267,126.4833,62.3507,227.8397,95.7393,361,3481,1,225,49,144,1.01
27:15.2,8,30,7,15,29,12,75.3275,177.1804,43.5349,12.0469,137.7624,22.1472,92.3386,531.4768,99.7185,57.1369,320.766,66.0534,64,900,49,225,841,144,1
27:15.3,19,21,10,19,14,26,103.9618,166.5489,91.8181,43.3149,267.8647,94.136,288.4984,283.4816,75.3116,80.8279,341.3737,85.4567,361,441,100,361,196,676,1
27:15.3,22,65,9,6,23,14,104.4489,328.276,113.2495,80.4544,228.1811,94.4262,85.6862,737.995,115.3097,127.2244,138.9004,132.2618,484,4225,81,36,529,196,0.99
27:15.4,45,76,0,8,5,8,139.8134,283.9899,59.8495,40.1119,160.9146,63.78,156.6673,277.0059,59.7309,84.4243,184.2994,229.4338,2025,5776,0,64,25,64,0.98
27:15.4,13,74,6,5,18,16,191.7755,193.3606,37.991,43.3537,132.8614,103.8051,415.5659,449.5482,120.0343,57.9239,155.6719,78.329,169,5476,36,25,324,256,0.98
27:15.5,4,59,8,17,16,46,60.3469,137.4118,20.4523,86.7987,39.1061,179.9941,292.4722,550.5708,106.2707,142.8665,229.7169,191.229,16,3481,64,289,256,2116,0.97
27:15.5,11,43,6,7,9,13,49.1644,299.747,68.1997,61.5737,148.3182,284.1089,338.1423,674.5278,153.0984,150.5598,418.8063,560.9194,121,1849,36,49,81,169,0.97
27:15.6,38,39,15,5,34,12,164.6877,146.1674,79.2752,51.0686,168.0093,108.1609,326.7921,141.4353,133.1948,203.7505,219.9925,399.8811,1444,1521,225,25,1156,144,0.99
27:15.6,73,36,23,4,75,56,253.9713,142.3915,68.043,34.4017,263.2943,274.243,322.5904,547.0887,76.2328,55.829,180.9108,117.9619,5329,1296,529,16,5625,3136,1.01
27:15.7,15,32,9,15,16,55,361.7964,112.8367,86.0967,65.0451,355.7823,18.4203,767.7721,224.2351,239.2212,70.8167,766.1531,186.2735,225,1024,81,225,256,3025,1.01
27:15.7,19,23,4,2,11,16,136.2855,100.3028,49.097,90.1837,155.435,427.4313,516.7727,167.2225,153.0932,176.5352,608.0891,1050.946,361,529,16,4,121,256,1
27:15.8,25,26,3,2,1,14,67.0356,90.2045,7.6815,27.2177,66.3302,102.6253,614.6153,298.2021,120.1632,102.1777,602.6287,176.1003,625,676,9,4,1,196,0.99
27:15.8,28,9,2,7,6,21,110.9259,103.374,24.325,29.1519,28.9398,121.9553,353.7421,194.7853,104.3689,173.8088,206.0753,823.4074,784,81,4,49,36,441,0.98
27:15.9,11,12,1,16,3,32,148.3594,60.6417,16.0592,66.3894,26.0821,135.0904,290.9459,165.3739,23.7443,102.0643,118.221,250.6429,121,144,1,256,9,1024,0.98
27:15.9,11,19,0,15,2,29,44.8183,56.6561,8.2606,14.767,32.4525,21.235,174.2134,124.4116,24.3181,49.5064,82.165,212.5193,121,361,0,225,4,841,0.98
27:16.0,12,14,4,18,15,38,52.9926,54.142,21.4345,31.9094,80.2266,60.331,276.0641,169.3827,55.211,68.0145,120.0375,125.2475,144,196,16,324,225,1444,0.98
27:16.0,3,11,0,2,2,7,56.7857,96.5286,26.9061,107.9256,107.1905,270.312,126.871,197.3216,50.5817,151.9159,209.4319,375.4455,9,121,0,4,4,49,0.98
27:16.1,3,6,0,3,1,11,26.1815,54.1287,2.4612,24.6455,4.8805,25.9915,116.8358,80.0918,31.28,81.9143,113.7581,128.8626,9,36,0,9,1,121,0.98
27:16.1,5,5,2,6,10,10,33.1965,25.6659,16.6226,31.6394,69.1808,35.239,95.0256,127.1725,64.2599,174.8021,256.8234,425.4921,25,25,4,36,100,100,0.98
27:16.2,5,10,8,2,23,1,35.2881,56.3377,35.49,27.1591,87.2662,62.0321,76.9983,115.9627,52.4997,65.6779,124.1358,128.8564,25,100,64,4,529,1,0.98
27:16.2,10,16,7,2,17,13,37.0371,47.3873,9.5629,23.5821,51.4539,89.1101,78.0448,102.8465,36.3097,67.2212,178.0781,127.2866,100,256,49,4,289,169,0.99
27:16.3,2,2,1,0,2,2,62.9397,104.021,36.7525,14.6848,117.9551,98.0854,133.5994,236.0561,108.1858,52.6618,307.7277,229.1181,4,4,1,0,4,4,0.99
27:16.3,2,1,2,1,4,1,20.5461,19.1842,20.4702,6.3459,23.637,8.4549,40.9601,82.7373,21.7462,31.7799,45.1152,128.6207,4,1,4,1,16,1,0.99
27:16.4,4,1,0,5,0,10,30.0214,18.7143,13.3099,31.5618,27.9522,50.3751,90.2031,151.2186,70.941,27.5844,206.0512,72.5836,16,1,0,25,0,100,0.98
27:16.4,1,1,4,9,8,21,24.5822,5.783,23.6405,29.7937,52.8034,71.9003,58.8352,23.0133,63.312,46.5973,96.6345,117.3055,1,1,16,81,64,441,0.98
27:16.5,1,1,3,6,7,8,7.8361,3.3387,4.9801,29.6626,17.9858,82.7895,56.4526,23.7443,26.998,90.0754,68.5,197.8184,1,1,9,36,49,64,0.98
27:16.5,3,9,2,8,9,3,25.3001,55.7248,22.2482,41.9091,60.1742,42.8426,65.0999,76.9255,66.9591,93.3494,156.1042,168.9231,9,81,4,64,81,9,0.98
27:16.6,6,6,2,7,5,9,19.1395,19.413,5.6099,10.2893,22.2025,35.0981,32.7082,28.5327,5.1548,53.7989,55.4694,135.61,36,36,4,49,25,81,0.99
27:16.6,0,1,4,8,12,19,39.7146,39.9035,23.0904,36.607,73.3615,106.1284,97.0763,142.603,30.8301,112.482,105.2805,220.2505,0,1,16,64,144,361,0.98
27:16.7,0,0,2,15,6,25,3.4687,14.0602,13.8602,45.0364,56.0027,35.8809,32.5205,40.6573,24.8567,64.3608,105.5309,36.0117,0,0,4,225,36,625,0.98
27:16.7,1,0,0,7,1,10,7.5494,10.2376,12.8645,56.8807,34.1659,104.2695,62.3395,48.9164,42.2127,139.5993,138.0143,313.3845,1,0,0,49,1,100,0.98
27:16.8,11,13,4,7,15,29,72.867,83.7629,30.2282,82.6458,92.8711,224.7954,111.1521,105.916,34.8591,184.8498,77.3712,387.7421,121,169,16,49,225,841,0.99
27:16.8,4,2,5,12,17,32,78.9243,80.5006,58.6062,105.4388,195.197,362.373,118.3954,108.0928,100.7962,229.7045,327.8603,690.0948,16,4,25,144,289,1024,0.99
27:16.9,7,9,29,26,68,54,35.6032,41.4046,142.8047,101.1863,305.7527,149.8017,159.5593,135.2724,254.4977,273.3952,589.2594,549.5399,49,81,841,676,4624,2916,0.99
27:16.9,10,13,38,28,57,51,28.1833,51.2504,56.2311,64.1762,79.4153,308.3704,106.0964,57.7805,36.1723,173.5004,387.0198,869.3546,100,169,1444,784,3249,2601,0.98
27:17.0,19,25,32,36,50,84,59.7805,85.9957,34.193,108.0196,59.3588,224.1307,69.8401,138.1174,264.4387,270.1988,532.9476,479.2371,361,625,1024,1296,2500,7056,0.97
27:17.0,12,9,10,29,11,86,68.5391,147.1618,145.2152,108.0735,239.6079,124.6107,135.5347,294.3952,299.9489,187.9014,292.7507,352.4775,144,81,100,841,121,7396,0.96
27:17.1,11,33,7,33,4,135,81.4828,185.3616,42.0795,168.5702,55.2971,685.976,207.209,406.6046,36.7703,295.4296,99.298,1070.724,121,1089,49,1089,16,18225,0.97
27:17.1,20,1,10,35,14,87,109.6433,203.8891,44.4585,154.438,67.9306,660.4134,230.9634,523.1362,231.0273,342.492,372.3292,1143.3126,400,1,100,1225,196,7569,0.97
27:17.2,17,4,15,52,29,111,120.4973,32.2262,74.9229,129.9946,172.6861,184.6454,63.0469,238.0991,70.0113,281.7473,209.0036,1114.4189,289,16,225,2704,841,12321,0.97
27:17.2,34,26,12,60,37,94,187.6328,143.7972,67.8189,219.66,106.2527,437.1274,443.3168,520.704,118.3306,538.6068,200.2161,1534.0249,1156,676,144,3600,1369,8836,1
27:17.3,4,4,20,21,23,44,200.9455,177.494,56.2799,279.3904,105.3841,532.084,481.6135,307.5387,118.1217,550.8124,394.7779,900.3017,16,16,400,441,529,1936,1
27:17.3,4,1,7,22,10,43,9.1652,25.4369,94.808,65.0493,115.3136,193.7956,278.8515,210.0438,203.4514,305.7477,309.0248,668.4224,16,1,49,484,100,1849,1.01
27:17.4,3,3,3,8,19,27,43.5406,22.9796,39.8957,151.5889,120.4062,373.6172,282.3879,299.6632,143.0641,310.8553,103.431,746.4632,9,9,9,64,361,729,1.01
27:17.4,2,5,3,5,14,13,7.417,17.5178,17.2103,30.2357,43.8981,126.6271,3.3871,43.3916,131.0026,107.4427,214.6287,320.8886,4,25,9,25,196,169,1.01
27:17.5,5,10,0,7,2,16,36.4084,32.4174,18.5882,46.824,97.2905,94.7741,101.2908,32.8911,77.3969,275.9526,319.891,681.8048,25,100,0,49,4,256,1.02
27:17.5,3,9,0,2,2,4,13.6501,25.9014,3.2839,38.8659,4.5576,109.5692,22.7244,56.1096,28.9857,93.1752,62.7954,320.5443,9,81,0,4,4,16,1.02
27:17.6,8,8,0,3,2,7,29.3872,16.4315,3.7487,21.7988,11.5655,40.1383,20.3881,64.3973,29.6036,98.3568,141.5323,202.1515,64,64,0,9,4,49,1.02
27:17.6,2,3,2,2,3,10,35.8671,37.9717,13.0994,33.948,19.5243,90.7812,39.3131,56.6197,20.4139,89.1132,34.3283,253.548,4,9,4,4,9,100,1.02
27:17.7,8,6,2,1,11,7,34.7699,40.4577,17.5978,11.049,60.0661,45.4849,20.7641,77.4086,29.501,33.3244,87.6336,68.7224,64,36,4,1,121,49,1.03
27:17.7,2,3,3,2,8,9,36.7457,22.4126,5.1866,11.9138,24.0014,31.9256,6.8385,48.8404,22.3828,35.8584,53.1822,99.9606,4,9,9,4,64,81,1.03
27:17.7,3,0,0,1,2,1,11.2469,24.4784,17.6721,18.3892,46.5008,55.9549,44.5439,84.7759,49.867,29.9552,158.4397,79.4734,9,0,0,1,4,1,1.03
27:17.8,0,1,0,1,1,4,20.5678,6.5716,1.2826,7.3892,12.5849,27.2547,24.8219,40.4112,9.3222,26.6234,24.7878,84.8871,0,1,0,1,1,16,1.03
27:17.8,0,1,1,1,3,6,4.9432,6.2665,6.7454,12.6921,17.4174,40.0123,20.0621,40.7878,26.728,45.6403,62.9156,113.6134,0,1,1,1,9,36,1.03
27:17.9,0,3,0,0,2,1,2.2612,16.6214,8.8275,11.0343,28.4091,43.4563,32.5641,22.0092,14.2472,24.4701,57.486,91.8029,0,9,0,0,4,1,1.03
27:17.9,1,2,0,2,0,8,6.8294,9.6604,4.4361,10.3733,12.8887,43.9327,8.229,19.0526,11.9769,31.0745,23.8784,99.0024,1,4,0,4,0,64,1.03
27:18.0,14,16,7,16,12,25,79.4984,86.7622,44.0132,93.1731,74.5504,154.7957,120.6902,110.2819,78.5886,128.7585,154.229,215.546,196,256,49,256,144,625,1.02
27:18.0,2,4,4,29,12,53,74.8012,69.8926,35.715,85.8073,120.2062,169.174,121.6959,93.4636,60.0165,121.1037,198.7497,230.9611,4,16,16,841,144,2809,1.02
27:18.1,27,20,4,40,7,78,154.1524,92.4896,39.8096,66.4246,94.1549,208.6959,117.338,24.0933,86.6417,56.7838,128.9753,366.9125,729,400,16,1600,49,6084,1
27:18.1,2,2,11,23,25,83,179.0989,133.7616,53.8145,208.5131,109.5331,405.5092,157.8154,108.6289,103.6325,407.029,237.9149,733.6872,4,4,121,529,625,6889,1
27:18.2,25,15,4,39,16,100,167.9434,103.9889,43.8163,180.9175,73.9326,458.5487,21.3115,70.3764,105.152,188.5573,170.1475,603.6845,625,225,16,1521,256,10000,0.98
27:18.2,3,6,4,20,8,82,176.8,57.6361,20.7832,200.6293,71.9056,387.1855,17.5837,154.045,87.7404,136.146,237.1948,212.8182,9,36,16,400,64,6724,0.98
27:18.3,10,25,26,24,57,68,79.5213,115.1337,153.9336,181.9665,346.0735,649.0725,164.2088,81.1867,279.1946,203.8941,502.205,845.8954,100,625,676,576,3249,4624,0.97
27:18.3,6,6,10,5,13,36,55.0893,116.6053,121.7934,115.3046,340.001,370.4592,188.8759,124.0966,152.851,139.8951,409.2539,326.5019,36,36,100,25,169,1296,0.97
27:18.4,4,5,16,2,17,28,16.6831,15.3896,44.8462,30.9388,59.6882,77.4705,134.2291,188.1756,225.7864,306.1969,442.7463,988.8666,16,25,256,4,289,784,0.97
27:18.4,6,3,13,33,17,37,26.1892,51.1182,50.7253,202.7423,100.7925,135.7658,77.7757,121.8732,117.735,372.771,374.664,455.5023,36,9,169,1089,289,1369,0.97
27:18.5,2,15,34,25,56,36,28.5978,91.0577,223.2644,62.8857,330.5089,104.2072,38.2872,152.566,377.8102,66.826,571.3024,184.9983,4,225,1156,625,3136,1296,0.97
27:18.5,0,2,11,4,16,7,14.7581,81.8677,139.744,144.9298,278.7068,244.9802,58.454,170.2103,284.2229,521.0591,559.6131,463.2834,0,4,121,16,256,49,0.97
27:18.6,1,24,39,29,44,34,6.8367,151.6138,187.513,176.106,192.1567,226.7194,35.4988,214.5697,431.5801,348.7985,591.5626,400.1234,1,576,1521,841,1936,1156,0.97
27:18.6,6,42,29,12,22,17,39.968,162.5882,60.3181,104.7104,132.188,130.2227,47.6415,239.4602,177.85,79.644,491.5051,540.3538,36,1764,841,144,484,289,0.97
27:18.7,16,12,20,9,21,31,107.1088,211.0026,93.8665,34.3885,125.9216,141.9682,152.0077,519.7726,379.3073,302.8752,415.2759,430.9483,256,144,400,81,441,961,0.96
27:18.7,18,7,11,21,10,47,130.8677,36.3732,52.5849,77.212,87.6352,127.3791,188.7002,288.0965,66.9897,228.0888,241.0117,213.8167,324,49,121,441,100,2209,0.95
27:18.8,8,8,8,6,17,19,89.9851,8.9464,33.2016,99.816,87.4036,182.3829,176.2257,325.8222,100.7497,141.0843,151.2665,437.3217,64,64,64,36,289,361,0.95
27:18.8,4,4,8,6,5,16,29.6102,62.1708,90.8892,13.0482,87.6185,58.926,200.7755,74.423,86.8666,111.0029,167.8971,255.6963,16,16,64,36,25,256,0.95
27:18.9,6,3,7,6,4,17,36.2203,11.8511,24.181,12.1038,16.2745,49.4501,183.4679,24.3253,62.7444,137.9214,151.6881,323.6812,36,9,49,36,16,289,0.95
27:18.9,10,3,3,2,12,14,29.4059,17.6551,48.1835,40.353,75.1959,190.672,81.8132,102.8417,186.5122,62.6768,156.685,259.8444,100,9,9,4,144,196,0.95
27:19.0,6,7,7,2,5,3,73.5061,27.1972,54.8108,20.5121,49.0727,75.9591,139.4122,32.9895,64.8628,13.5489,83.4387,104.28,36,49,49,4,25,9,0.95
27:19.0,4,2,2,2,18,14,15.9392,34.187,54.8472,26.5807,94.6266,74.3641,45.6302,70.1271,138.7119,72.5474,136.347,204.3526,16,4,4,4,324,196,0.95
27:19.1,9,5,3,4,6,8,46.7428,28.2286,34.1391,21.9843,88.9554,63.0598,173.1087,65.6964,59.6587,56.1921,119.0888,53.44,81,25,9,16,36,64,0.95
27:19.1,11,9,4,0,11,7,20.4564,26.3295,36.6517,29.945,54.8086,30.399,26.4628,64.6708,84.1499,81.1711,80.456,116.2131,121,81,16,0,121,49,0.95
27:19.2,7,12,4,7,11,23,28.8062,83.1224,11.7631,41.0064,36.6995,98.7634,107.7005,161.2027,35.5333,91.5289,115.1172,237.8408,49,144,16,49,121,529,0.95
27:19.2,23,4,7,6,42,27,110.306,70.7474,35.8958,15.7619,202.579,73.9542,154.4555,114.2637,78.1259,67.596,234.5717,135.8968,529,16,49,36,1764,729,0.95
27:19.3,17,11,2,10,9,15,56.8393,61.0957,40.703,28.751,234.6433,78.9412,43.9902,215.1472,56.2474,58.4693,327.6603,237.5029,289,121,4,100,81,225,0.96
27:19.4,14,16,5,5,18,8,76.4432,135.5057,18.7878,36.6917,57.3732,79.3637,260.7511,248.6089,63.3619,51.4549,330.3307,215.5037,196,256,25,25,324,64,0.97
27:19.4,20,21,11,2,39,3,50.9128,96.7527,37.0238,29.5702,198.6466,52.9346,105.948,235.9973,49.719,84.5869,70.3793,112.3795,400,441,121,4,1521,9,0.97
27:19.5,21,11,2,9,14,10,121.0549,86.4304,55.4484,44.0471,170.2464,72.8597,251.2448,329.7509,106.5418,120.3227,333.7085,210.0686,441,121,4,81,196,100,0.96
27:19.5,14,22,11,10,14,8,50.8485,73.5941,64.1724,6.9472,73.9649,40.1568,103.4272,83.761,115.1033,38.6088,369.5034,61.9727,196,484,121,100,196,64,0.96
27:19.6,12,25,1,1,120,57,66.4976,101.4549,75.548,59.0787,676.2964,318.7783,257.1689,105.1024,153.2469,154.0877,778.8881,469.9999,144,625,1,1,14400,3249,0.96
27:19.6,18,7,68,29,26,125,43.5621,137.777,408.6003,175.8572,714.4899,1056.9226,91.5586,305.7009,557.6303,254.4945,1175.5132,1633.8511,324,49,4624,841,676,15625,0.95
27:19.7,25,10,51,30,37,121,117.9301,27.1035,200.6469,7.9529,64.2288,297.8862,198.3152,170.328,262.5253,83.2107,1005.7148,689.6211,625,100,2601,900,1369,14641,0.95
27:19.7,5,34,54,33,45,122,121.9404,193.1355,52.1695,40.0056,87.9924,95.5033,211.4255,135.1112,634.1986,242.054,986.312,1564.6072,25,1156,2916,1089,2025,14884,0.96
27:19.8,8,26,14,40,22,100,72.2506,50.6248,248.5069,176.1895,196.3637,574.3133,235.8271,97.5869,488.6985,273.2247,382.3427,1186.3234,64,676,196,1600,484,10000,0.97
27:19.8,13,8,8,24,31,35,78.8819,126.2984,75.2653,144.3618,178.1205,541.5126,294.0968,464.865,154.8846,246.4303,212.396,852.0014,169,64,64,576,961,1225,0.97
27:19.9,25,22,4,57,8,84,167.5038,92.3561,69.5951,220.0568,186.271,378.1511,162.5372,204.6569,323.4029,140.0135,319.9591,846.1697,625,484,16,3249,64,7056,0.98
27:19.9,27,3,5,52,6,43,69.6709,145.8479,45.8865,40.2697,42.6354,313.6267,124.6223,137.3839,145.4838,210.0368,232.2797,535.0235,729,9,25,2704,36,1849,0.99
27:20.0,16,5,4,19,3,15,80.2849,17.6947,18.1576,197.7032,24.1792,183.8837,359.1444,148.0413,100.7022,610.9681,274.3463,733.8059,256,25,16,361,9,225,1
27:20.0,11,0,7,4,12,7,65.9402,29.8644,29.8761,140.9744,60.3519,116.6406,114.5365,239.5188,49.1202,162.9804,60.7264,305.1057,121,0,49,16,144,49,1
27:20.1,4,6,7,10,17,16,50.1412,38.1295,31.9174,40.1439,51.8118,68.9096,101.3188,69.3656,39.352,260.128,89.6441,322.2507,16,36,49,100,289,256,1
27:20.1,2,10,2,7,2,20,16.572,80.5972,43.1144,90.81,117.5344,183.2198,108.6082,104.9393,107.2661,346.0495,251.6496,445.9152,4,100,4,49,4,400,1
27:20.1,2,12,1,4,3,4,17.9067,12.8474,5.986,49.9115,9.8246,106.81,56.4964,69.9423,53.0128,65.1158,73.9264,175.016,4,144,1,16,9,16,1
