timestamp, velUL, velUR, velKL, velKR, velHL, velHR,accUL, accUR, accKL, accKR, accHL, accHR,jerUL, jerUR, jerKL, jerKR, jerHL, jerHR,weiUL, weiUR, weiKL, weiKR, weiHL, weiHR,CI,
2023-03-09 13:39:10.560800,17,24,0,2,5,9,51.5451,54.9225,5.5547,37.2253,30.3747,78.6675,119.0716,192.9252,96.7918,136.8741,203.2453,161.7359,289,576,0,4,25,81,1.15
2023-03-09 13:39:10.616123,18,8,1,2,1,1,13.9381,103.259,10.6338,23.9822,28.8551,56.9562,212.7299,103.0597,17.7876,106.3499,35.8392,334.1762,324,64,1,4,1,1,1.15
2023-03-09 13:39:10.663126,16,16,1,7,2,7,46.7335,55.7521,9.6798,36.0985,13.0051,44.6832,90.2673,126.4061,10.3929,68.4001,30.1594,183.387,256,256,1,49,4,49,1.14
2023-03-09 13:39:10.712295,14,14,4,14,2,13,16.5682,36.189,23.8764,51.8436,27.5196,88.2509,44.2522,149.9914,23.0446,104.8912,2.4103,191.5738,196,196,16,196,4,169,1.14
2023-03-09 13:39:10.754598,18,15,1,16,3,21,85.6079,31.1235,15.1886,16.6882,4.5979,63.8957,109.8569,94.4142,17.5326,44.6724,25.2938,65.5239,324,225,1,256,9,441,1.14
2023-03-09 13:39:10.809840,8,3,2,4,7,8,153.1561,87.5631,5.5878,77.0661,26.9428,81.0689,206.9787,115.924,28.4586,192.2876,5.8522,223.87,64,9,4,16,49,64,1.13
2023-03-09 13:39:10.867120,5,3,6,2,14,6,41.5127,26.8618,35.5828,44.3707,57.3623,77.0178,159.6755,73.543,59.0525,86.7859,80.8678,201.457,25,9,36,4,196,36,1.12
2023-03-09 13:39:10.919358,6,5,4,2,7,5,8.4482,15.0635,16.6887,8.0221,47.3021,35.7022,228.8616,114.6326,30.898,125.9034,109.1164,133.8555,36,25,16,4,49,25,1.12
2023-03-09 13:39:10.987827,8,3,2,0,1,1,28.7937,31.8863,14.4104,16.0238,41.6396,28.7648,103.7141,79.832,68.3342,87.3299,143.6244,149.6393,64,9,4,0,1,1,1.11
2023-03-09 13:39:11.045643,4,4,9,3,11,6,27.5435,12.9842,42.2044,20.4325,74.1943,39.9985,49.6086,7.8604,86.2386,40.46,179.494,90.0937,16,16,81,9,121,36,1.11
