"","dataset$jerKR"
"651",0.277014910139332
"652",0.0703189022433073
"653",0.0763790273280834
"654",0.16910498150009
"655",0.0745696539203943
"656",0.0482871752820938
"657",0.192874217265078
"658",0.118634585500174
"659",0.127761750601569
"660",0.0851706200488117
"661",0.152826315217759
"662",0.0708916206088078
"663",0.215198159977816
"664",0.12011480172253
"665",0.0795197700102016
"666",0.145075029313478
"667",0.0928944791910165
"668",0.125498015578257
"669",0.151462401441156
"670",0.196865261652391
"671",0.163424001667662
"672",0.104949532234951
"673",0.12623684425441
"674",0.164365305441506
"675",0.192297065927521
"676",0.170901776800073
"677",0.238640040578633
"678",0.13311966408019
"679",0.439176415781352
"680",0.514012840914472
"681",0.356972102766239
"682",0.84723163778279
"683",0.471337339730941
"684",0.417076320137277
"685",0.117141683048841
"686",0.296898699957061
"687",0.085130975583262
"688",0.0143640187983964
"689",0.0144492543993283
"690",0.0998463524676986
"691",0.0637041510854907
"692",0.216963167624513
"693",0.0442365200347631
"694",0.456580191995984
"695",0.107641211243661
"696",0.227421593879067
"697",0.101950320294845
"698",0.127544931415435
"699",0.10899279919552
"700",0.124398854750679
"701",0.0466723120385609
"702",0.10294179233782
"703",0.0700795217522335
"704",0.124663355416742
"705",0.0217948692997656
"706",0.0026960759403433
"707",0.0267897115547976
"708",0.0812795878359535
"709",0.067441687135825
"710",0.0803579621331923
"711",0.0897431045840463
"712",0.22340715925708
"713",0.107781408490014
"714",0.16308233845547
"715",0.101307683508284
"716",0.236923182937368
"717",0.128852730253074
"718",0.130582742648817
"719",0.0495925954517995
"720",0.179858578820874
"721",0.324583799786511
"722",0.107436862043963
"723",0.287688173356742
"724",0.0519952663066517
"725",0.153943676459066
"726",0.111117201942636
"727",0.0968827124253179
"728",0.0904271878573183
"729",0.063332069756095
"730",0.135906994372144
"731",0.0714094494097336
"732",0.0619541722952798
"733",0.115265310494373
"734",0.102302651472313
"735",0.0839837368310997
"736",0.126600023599269
"737",0.0203644969827318
"738",0.0343805815352946
"739",0.0344147838969371
"740",0.0567687843226465
"741",0.0352731946973581
"742",0.0904802393603084
"743",0.0805060161918088
"744",0.0137896425734275
"745",0.136082547273683
"746",0.110334079586337
"747",0.124455942781071
"748",0.0988851183398109
"749",0.117392091909422
"750",0.0678464931695109
"751",0.0322421590635429
"752",0.0559343764440947
"753",0.291707437395442
"754",0.147313644161801
"755",0.505992549291225
"756",0.197738665268875
"757",0.104848186564837
"758",0.0237535942213074
